,0
0,-2750.9048523774836
1,5366.523176729912
2,4099.454388910206
3,-5873.139801534591
4,-672.2941777841188
5,-10317.663690300193
6,855.4448658593465
7,-1069.3973775515333
8,1845.211305391509
9,-4282.410171593074
10,8007.390085787512
11,2816.873656795826
12,-2555.0623301984742
13,2514.706499595428
14,8322.378684797324
15,-5715.340856597526
16,5624.847723006038
17,-4786.392894014018
18,-4949.431574788643
19,-3385.520560197998
20,-4499.203874599421
21,-4673.128447596915
22,-2019.7809587938245
23,-2782.245976597769
24,21326.52390639065
25,1673.9060396042187
26,13703.167920791777
27,4096.125949595356
28,-2359.3799099912867
29,-912.2579657961614
30,-1078.903892376693
31,0.0
32,-96.98619501944631
33,-713.0394017403014
34,1966.3257098707836
35,3226.594983798219
36,1451.675366036594
37,2315.416179717984
38,-3869.9832226221915
39,3073.5780923163984
40,1307.4221815241035
41,-1086.4925541374832
42,0.0
43,0.0
44,-159.07888148818165
45,4494.977117311908
46,272.66699759988114
47,-424.5561692167539
48,608.5250702069607
49,1016.7500510052778
50,-3932.8668490848504
51,1677.5230783077423
52,1011.9942502249032
53,1152.820854185382
54,2887.542436843738
55,-1775.220007455675
56,-1603.3206879205536
57,-172.50878768065013
58,390.91652975976467
59,-7398.843862481415
60,-1525.9896615210455
61,-3872.7872248005588
