,0
0,1087402.2685038482
1,1076565.7701160286
2,1083558.3373862575
3,1083637.694645115
4,1079095.9140812918
5,1084791.9710026626
6,1072547.9038857333
7,1072813.2860280161
8,1069590.4010655486
9,1070378.4588945322
10,1066177.602991408
11,1070792.3819203149
12,1069360.610641951
13,1064501.2451442215
14,1065729.0269167263
15,1068645.8459840708
16,1062294.7358811279
17,1063508.2203206823
18,1059746.7678604359
19,1061162.2503653998
20,1061143.4882502782
21,1053234.0355205254
22,1047159.7320834525
23,1042402.446682793
24,1041703.404886602
25,1061183.0158363641
26,1064025.7573529663
27,1087209.1026289146
28,1097845.6438796772
29,1097363.6030789227
30,1096168.5959874138
31,1095072.4581932593
32,1095072.4581932593
33,1095278.3285051445
34,1095111.531665016
35,1096312.6292101068
36,1098186.0884848945
37,1098495.507785664
38,1099881.3629000445
39,1098845.5358171226
40,1101460.021440977
41,1098615.039276483
42,1097968.636375161
43,1097968.636375161
44,1097968.636375161
45,1098050.2395039056
46,1100759.7492582367
47,1101359.0321411581
48,1101085.5300086488
49,1101105.4735333442
50,1101983.2996559953
51,1100229.4799899356
52,1100374.5688654974
53,1099851.454780687
54,1101523.2834109855
55,1103639.5170945106
56,1103663.1587673482
57,1102149.7099172035
58,1102433.2028949847
59,1102602.3224341315
60,1099557.44114559
61,1098998.6477144596
62,1095503.802754791
