,0
0,1191418.953191768
1,1187649.8551622601
2,1191829.8934521344
3,1193283.8040839967
4,1194910.5537071938
5,1201782.7974047498
6,1200699.054741742
7,1208031.6253995302
8,1207530.497725467
9,1209439.7326970077
10,1218177.6652879482
11,1220972.383306647
12,1219625.2210697636
13,1215438.802236905
14,1211752.7503671516
15,1224333.5391219915
16,1223109.2360034233
17,1223109.2360034233
18,1223109.2360034233
19,1223109.2360034233
20,1223205.8434511926
21,1222650.4020219173
22,1223286.537416698
23,1223334.1550993095
24,1222175.8715134969
25,1222379.973846862
26,1219032.699786363
27,1218429.425378941
28,1221043.63816994
29,1222331.3286471837
30,1223186.800172321
31,1214345.9690483185
32,1210939.7525151768
33,1212584.5191685543
34,1219030.809957297
35,1215661.3829638402
36,1213555.3127305654
37,1214849.9172209017
38,1213507.4024858675
39,1214283.5760495244
40,1215650.5316405254
41,1221884.4383619926
42,1221078.552880248
43,1203881.9171289117
44,1202960.8394174494
45,1202843.2231072192
46,1202745.0258311385
47,1202745.0258311385
48,1202745.0258311385
49,1202745.0258311385
50,1202745.0258311385
51,1202745.0258311385
52,1202882.8737224787
53,1202974.315413878
54,1203021.3197372402
55,1202074.3265017578
56,1202353.207101537
57,1202028.735299312
58,1200967.2992888615
59,1201807.1013708275
60,1202002.9678604517
61,1202745.7170511344
62,1206489.8114106113
