,0
0,8974.696212745388
1,-10451.160213897587
2,2236.862001135829
3,-1277.2439521929482
4,11383.170524466783
5,12826.305667968118
6,1394.8574546983
7,-4061.7347743450664
8,4900.441285133595
9,6779.489075454883
10,772.874483018415
11,-3694.1799235108774
12,2559.966194108827
13,-3762.1042053520214
14,8049.204326630803
15,-2067.5279904652853
16,-11848.239041985013
17,-8745.060745788272
18,5320.599451886257
19,-9130.017081230995
20,-7910.086699543404
21,-1747.6714537590742
22,2367.3042615279555
23,-2597.1037990748882
24,11192.852751354221
25,-12263.984306169325
26,-93.08864589664154
27,-11740.312440390582
28,14077.285989628988
29,-9074.202633303707
30,-1093.2250902067171
31,-5989.432590747252
32,6787.549571354059
33,4013.5653203742113
34,13140.50222782907
35,7430.339947587578
36,-5783.304591243388
37,3192.9977936692303
38,-7983.866456015734
39,2577.3446304467507
40,6249.375335687888
41,3680.559799441835
42,8837.978643344482
43,1599.1810427932069
44,4941.240379641997
45,-1900.905816001352
46,-4928.748731371714
47,-8622.201428838773
48,-5664.814960607095
49,-5239.053247670876
50,4065.0939009428257
51,906.7617104686797
52,6390.619443499832
53,1761.263771026861
54,-2824.4362387452275
55,14405.828999519348
56,-42406.776886410895
57,-23375.499983845046
58,4448.50314423698
59,19888.394255640684
60,10758.195654976065
61,-144.48543965572026
